t,N_A,N_B,N_P
6600.0,3.3082148391397226,20.118248831083843,1.0865630923724001
6700.0,4.143163108277468,22.13428455237452,0.9594715916297938
6800.0,4.26658119959968,25.146133300494274,0.83571259278459
6900.0,4.58369446861604,21.409646421155728,0.922397610893815
7000.0,9.16924189319153,21.88304268804575,1.141072337868367
7100.0,6.230028959443361,22.015000931684792,0.9898748923368711
7200.0,6.410619780765403,22.623039033482918,1.011997049542637
7300.0,4.755776461651495,18.167036207493787,0.8567345959399535
7400.0,4.671288856857977,16.62781123639813,0.7473256472943358
7500.0,3.9488487705777295,21.23856608068239,0.7307025150680857
7600.0,4.376835620392118,25.23443775454265,1.079750945050895
7700.0,3.358924483835679,28.16617121016513,0.8501906693550627
7800.0,4.885004234343201,25.529813420043936,0.9014339302399857
7900.0,6.643042501673834,29.099407380742782,0.8589225037237156
8000.0,7.14858059744476,25.654603506843575,1.0646987102938401
8100.0,3.058262158063537,31.01689540926062,0.9234309635632381
8200.0,4.233715037368651,31.737312427299166,0.8182279051419737
8300.0,4.7311360439222225,37.31314686634286,0.7510635418544516
8400.0,5.554358928619993,35.48830597063209,0.9553236513910015
8500.0,4.2558800239257355,28.073939930842847,0.9543689587267364
8600.0,4.662799605651292,23.422948468787403,1.1055074031973162
8700.0,6.306034390691676,20.913345407726876,0.8947644123560821
8800.0,4.256952561438149,26.06109127118375,0.9727287425514769
8900.0,3.8854529024302424,28.36913029145548,0.7394133626334078
9000.0,6.794449870459443,24.802191255213693,1.1346908319953108
9100.0,5.65990508052535,28.6696458947375,1.012808574285955
9200.0,6.964377508927958,31.91351760584731,1.0018537129664655
9300.0,5.599844509043774,33.85226346108344,0.8520620530397064
9400.0,5.746934617870738,38.20828468385314,0.9947210633731774
9500.0,3.9571535273970873,36.19305638021673,0.9771367782555572
9600.0,5.850757137975288,33.774070834439584,0.9299044821845855
9700.0,4.821307636417194,30.91065599617758,1.0390733566821073
9800.0,4.057369339735524,27.74561665271388,1.0217703845200958
9900.0,6.94292463500052,29.708051784926916,1.1754971176936124
10000.0,7.041478108275766,26.761321603025387,1.1351263725394347
10100.0,4.295246840050393,23.769317270000368,0.9140138535895493
10200.0,4.006370138490551,21.104866735783844,0.8998269302297741
10300.0,6.2225835242954535,24.076457629501675,0.9990249308583298
10400.0,6.423037287346688,11.679158313174804,0.8722789725970796
10500.0,5.36442615788509,10.963314993677555,0.7567055692895557
10600.0,4.044979916308624,11.577975429585637,0.8148856152958688
10700.0,5.382762706573762,11.423125157194798,1.0030827000069986
10800.0,5.873240897784479,13.794888825615336,0.7835236529887734
10900.0,5.513002790248459,17.426239974577268,0.8243462891689488
11000.0,4.892356194645265,18.553992835958933,0.8589700948170538
11100.0,5.100528770331083,19.870954621153636,0.9818328115792829
11200.0,7.220072546427419,15.053199423280333,0.9284591146529383
11300.0,4.856607781238475,12.643977584866608,0.8023036713808287
11400.0,5.399608593254809,16.000966445297777,0.9067772779325024
11500.0,4.386086796442655,13.891635056173968,0.8295878261128381
11600.0,6.861900379161069,15.107877984047343,0.9787934659069688
11700.0,8.629607706082828,13.92707356853714,1.1812042550207624
11800.0,6.4151254340822375,13.227617248742542,0.9527762661467168
11900.0,5.278347416091659,10.063406066241658,0.9728593458676006
12000.0,6.593177036560304,4.982357929606085,0.8404103961500805
12100.0,3.9312349555503823,6.133892589237393,0.8576664364904719
12200.0,3.312547856551606,10.126898165698892,0.825577976325996
12300.0,2.7142776025888997,12.195132802340762,0.8855991181538956
12400.0,4.326014822688736,15.498247047896575,0.8409757550380818
12500.0,4.7950035265438675,14.534070743254148,0.9559813110011127
12600.0,3.6821266809268627,12.39165556913873,0.8859412269141249
12700.0,3.5190740430012517,12.479870974725305,0.8133772098208901
12800.0,5.9766869068078705,19.833020115890776,1.0792900891751416
12900.0,3.5730759390669227,24.26236107498238,0.872197829363613
13000.0,2.6767478356567667,27.51680201295475,0.8566769260498477
13100.0,3.9701157786427173,24.183517892173548,0.7835639826977021
13200.0,7.513628574471552,32.25022775916527,0.9132647295655152
13300.0,9.35380054600933,38.71976000485526,0.9073459625809811
13400.0,6.052597026518855,33.320711251439164,1.0372216650677366
13500.0,13.205703712404665,25.01434815745609,1.1227968132885144
13600.0,10.891320390103319,22.27938201681321,1.204148210614949
13700.0,4.609982235484243,17.448289226092765,1.0245094346637524
13800.0,3.7162342386845593,18.28732774986103,0.9212000540905174
13900.0,4.797431973048235,18.37215115772292,1.0611588282934281
14000.0,5.41726738599113,26.390899193546005,0.8211493426162052
14100.0,4.457404183121779,26.341923151086668,1.061509588690089
14200.0,4.181840302992925,26.334253479250624,0.7443340432724872
14300.0,6.44228413869008,24.826413148745907,0.9576826332864622
14400.0,4.932154924357902,22.530199063776916,0.8973439924302511
14500.0,6.065832233835816,22.05536054504003,0.8718366687487796
14600.0,9.311985173623068,24.973168575002596,0.9964758542188138
14700.0,5.821358424228423,22.384488837461255,0.9156154870749997
14800.0,9.471949997897406,19.26829399734966,0.856850276818579
14900.0,4.3243672852871455,18.405302773897734,1.0387698488909773
15000.0,4.365683395366271,15.903513712275835,0.9407666065850899
15100.0,4.8879326472028115,17.013608743647957,0.8912963278777933
15200.0,6.586779144845133,15.701017423009361,1.0270946769227085
15300.0,5.031092294273924,16.72014619467023,0.8887122473954261
15400.0,6.178838583629978,14.551183701125092,0.9270335180875081
15500.0,4.126098062508423,14.602720925031372,1.023682006422154
15600.0,2.8320554365542994,15.507842285690913,0.7640338694652126
15700.0,4.825004866666797,18.48795177003729,0.7196272073882101
15800.0,4.1022297700674795,20.86822489451618,1.2399173645225237
15900.0,3.0391796621925824,20.616074226979347,0.8958943054798038
16000.0,4.027099626726616,19.54108140961925,0.7871322967498601
16100.0,4.477151900271242,22.93200117128526,0.8552663060078121
16200.0,7.588380847519337,31.210206062949275,0.7636167411112655
16300.0,11.193973244854869,25.236579067088808,0.8947299838070648
16400.0,7.690591076724831,23.420611827176824,0.9151476696788269
16500.0,5.440895479238643,23.948040911147398,1.199635792347268
16600.0,7.316082183430299,21.17107919062896,1.010914146532945
16700.0,7.3681558041404855,18.997332289537752,0.8384642734180087
16800.0,3.6380819481958895,19.900788186643226,0.8523269118254249
16900.0,4.978792127931586,17.296605811717498,1.0820924176469782
17000.0,4.142867549473697,17.65149894264082,0.9203636237559621
17100.0,3.9572389142068354,22.328763719418166,0.9516147825438457
17200.0,4.439218088254863,22.223745756687165,0.8731571873723587
17300.0,9.07465885416235,22.883882086261117,1.0239248975740338
17400.0,8.432206891235523,21.259823762565503,0.784231372383154
17500.0,6.339800235811258,25.250889931400227,0.8673764443738474
17600.0,5.048843428983316,22.94828538641183,1.0727140950197864
17700.0,2.9920851272204017,19.397483610876655,0.8184840916157118
17800.0,6.844687844369429,20.029465211700895,0.8966988631611166
17900.0,6.422695144632409,20.16892026743553,1.158280706097059
18000.0,8.755283665443617,17.142855486871156,1.1547796883084664
18100.0,4.156764637983971,5.139377786574856,0.8425192933264698
18200.0,2.942769208575352,8.281768434025128,0.7210442940949724
18300.0,6.347657870761701,7.664804238435556,0.8684111172414559
18400.0,3.2856186851689637,6.051238286449764,0.9367829252637968
18500.0,2.577678772560168,7.436479775376713,0.7344800341492373
18600.0,3.147321242398255,6.880773590345467,0.7442114352887075
18700.0,4.464098873025803,5.586869264173016,0.7950697095161232
18800.0,4.834855748383234,11.495494120217291,0.9528831243588576
18900.0,5.956871373702553,17.72867082436548,1.1222933914109525
19000.0,5.681002012965663,17.958423981088664,0.9735797404930417
19100.0,4.968505516542384,15.182170042077377,1.2960661149257575
19200.0,5.298752106833955,16.29272141155793,1.087417634595673
19300.0,4.16440230506476,14.78067633611989,1.2592067063200156
19400.0,4.018044082420027,15.189418461163086,1.0560433193332137
19500.0,2.88112496266242,7.559166454055484,0.9409282164138567
19600.0,3.4693644570260007,5.357326839453752,0.839512865330369
19700.0,5.222060357904687,4.8904176509818065,0.8682800239061252
19800.0,3.244401880545688,7.621304471752498,0.7328132868080866
19900.0,6.2963100514352766,7.363879419456703,0.7718856806522671
20000.0,5.661699684164094,10.370921101551563,1.005885851577812
20100.0,5.109782805554736,8.562526235636781,1.0843177519837774
20200.0,5.115828206963656,13.205627632987666,0.7859697027426737
20300.0,9.80721475908008,20.300727622737227,0.9707727406285702
20400.0,7.961682881294839,19.91966625281293,1.269259541591171
20500.0,2.857299927848573,23.889929124494778,0.7857613237303157
20600.0,4.700474817097332,35.26388494136092,0.9167659722920654
20700.0,6.708440752889532,30.01574330020001,1.142590578577401
20800.0,7.3313131207167315,23.97761990632761,0.8899536005376503
20900.0,4.586502035902442,25.733801699614993,0.837269828809396
21000.0,5.526499375299478,25.143573610733192,0.954065390177362
21100.0,5.468459932415601,26.751094683431297,0.930035518828794
21200.0,5.2164355471302475,23.75831976220204,1.0040012148164168
21300.0,4.767489800682589,24.170488702193428,1.0276552904726413
21400.0,9.367902824953243,19.656596907695345,1.4837866197980767
21500.0,12.54273042338853,16.945650185434285,1.0610033383267437
21600.0,6.356826826674296,14.948711599141138,1.1209913125927269
21700.0,6.104195509135911,12.570978763317433,0.9116034329475952
21800.0,6.764120515768622,14.260591771563616,0.8704266973793711
21900.0,5.566745405195943,20.950912830697757,0.8496761923604644
22000.0,5.547434030786389,19.340502799162284,0.9200189921502678
22100.0,5.536733869611868,16.543466616160195,1.0984978331844104
22200.0,4.586441397930335,14.942428034040939,0.7963801379990401
22300.0,4.616024311459573,15.962584909609134,0.8220514211781556
22400.0,6.730789993597099,19.75820141898395,1.2133292495311543
22500.0,6.305970191467305,19.505360698735235,0.9616414671116361
22600.0,3.687303612768461,18.883919512976153,0.7872862247629746
22700.0,3.704088616526671,18.84222801290725,0.8769097924750021
22800.0,5.78400933196288,19.156595424441512,0.8992161814946666
22900.0,4.528380621022588,13.075351564161219,1.0600511513725506
23000.0,5.429326761706499,10.509717203292299,0.7269466396968929
23100.0,3.757723371467212,13.893879140488716,0.7640422341857775
23200.0,4.408491882387658,12.89643606187055,0.941394329303199
23300.0,4.356162165947768,10.948816807501323,0.8516635445965148
23400.0,5.7335325018437935,10.151838306902457,1.0731741795598282
23500.0,8.516843121708828,7.537482401927038,0.9671537010857282
23600.0,2.5163092888478276,10.217440326507168,0.6738237851345839
23700.0,3.8018692862561365,17.099387170297668,0.623765418196912
23800.0,5.898843057199447,24.86385538780293,0.7889213751259738
23900.0,8.912810182842614,23.254967803406792,1.0307482288060712
24000.0,8.836079233225057,22.970746477554954,1.0889179007621568
24100.0,4.206656776268676,20.68317341614503,1.0007614755964167
24200.0,3.323514101157052,23.121148960426712,0.8726183811399315
24300.0,3.382136201074922,29.299530218490656,0.9288230803473052
24400.0,4.755948904066675,33.065798419060876,0.8948605140791042
24500.0,3.93221971723505,35.10491867082277,0.9229898313517989
24600.0,4.470450230171125,35.532467465467995,0.9558324106017171
24700.0,6.474580508615079,33.870651187538854,0.8163474841313217
24800.0,10.161150670890477,31.221964437432653,0.9172139644319831
24900.0,5.023759497082181,27.67399849694882,1.1843838449896211
25000.0,4.8506527065924825,23.902324904443514,0.9265931977003639
25100.0,3.309853494556708,23.46331247158637,0.7487079460585374
25200.0,6.181593169494205,24.313901622132246,1.0010290153627648
25300.0,5.980851704100416,27.05044457891906,0.7952814921217505
25400.0,4.39683127287549,24.241460808100033,0.8094888309466768
25500.0,5.334759638933021,21.624632197979235,1.027825006777217
25600.0,4.700979557612241,16.964730518094804,1.2939122342982299
25700.0,4.478337400932338,16.32832027885825,1.1086021077796322
25800.0,3.491462961015263,14.978042724121835,0.9653452039123659
25900.0,3.818110978755299,12.76571217813489,0.9365623852854114
26000.0,7.170113508328766,9.035953962156993,0.8060138700758834
26100.0,12.009615311756352,11.52983481407108,1.1965588379922485
26200.0,7.7648808058409555,20.00836888359086,1.0317321588359991
26300.0,5.337791634148249,23.356081224917958,0.891441721380892
26400.0,4.103109344232928,27.585687217549083,0.9864278977571012
26500.0,4.624096363457225,25.996985367970957,0.8712729200094399
26600.0,3.956635587417986,24.084831363669778,0.8223497184112857
26700.0,4.537553584553018,20.81770460939539,0.834591526266624
26800.0,6.175641552495551,16.233648849156182,0.9605015404772566
26900.0,3.966458625565829,14.191370961005552,0.9430275831098915
27000.0,6.954147664130848,15.419946956889515,0.8201602441715077
27100.0,6.529348014529219,20.89292992143496,0.9454314453281112
27200.0,5.17562414026427,25.72547177052353,0.9206479523127709
27300.0,4.356176810393903,30.14834143950548,0.8345728572002991
27400.0,5.625277741657388,33.7231202229081,0.9462101237513345
27500.0,5.7374957264163315,27.17916454833379,0.7539097962201995
27600.0,4.5610431607147115,25.638935259647052,0.7354711516068129
27700.0,3.8316712395825014,24.610465888970765,0.9608336502854072
27800.0,3.737511843553766,24.336070603447734,0.9859879534314823
27900.0,3.5807423993585688,23.0186172687431,0.7527874376104228
28000.0,4.387427006389568,23.029780899536032,0.8363215189663971
28100.0,5.362642436581781,23.676816867609617,0.878279642251735
28200.0,5.1448664746309145,26.771475578258418,0.7621879579472154
28300.0,3.3772036681449746,29.10164701408844,0.7903227479403431
28400.0,5.0790708634462725,30.930031926984505,0.9539783886512087
28500.0,6.8478775883158365,28.292469904058844,0.9405631774304639
28600.0,4.872314670823362,22.96827466811485,0.9478244520349254
28700.0,7.384050631900659,18.250396427313614,0.9232776340403144
28800.0,5.467164665796284,16.867089109702423,1.0023517263379618
28900.0,3.2306798180974,17.653607401922066,0.8038669749196853
29000.0,4.324063086238144,17.5077298478087,0.7879269316298013
29100.0,3.837821139885061,19.056593133089155,0.8504358290825913
29200.0,4.314951841571419,18.87960229326651,0.8265326406696694
29300.0,4.7326968784166015,19.097113839819595,0.9050181705904834
29400.0,4.640071247625026,19.756979325404778,0.8555583517791456
29500.0,5.240615704976991,20.2511348252798,0.9158297463160562
29600.0,6.418076849925899,22.770383176333294,0.891995554400688
29700.0,4.0345360170174605,29.871634902550777,1.0240204120554262
29800.0,6.785935555642878,27.415832106796984,1.0827446933953906
29900.0,8.980045472628444,26.98431480251722,1.1706332889706101
30000.0,5.44240745435052,26.784654388315527,0.8166356193770771
30100.0,6.230967803892986,28.287239308287344,0.9127900468917722
30200.0,5.962451671945397,27.84855242040168,0.8201677136848377
30300.0,5.787114267180492,26.136619030579585,0.7197446944711555
30400.0,3.7358223998241953,25.917627841338412,0.8868841138818606
30500.0,3.7071470417003,20.396258407825435,1.0232953858066978
30600.0,4.362806414574625,15.079124529961229,0.8740951188851758
30700.0,6.449539572584756,14.338384347768516,1.1315924152014998
30800.0,2.897483785616408,14.095537942230905,0.8891118488769789
30900.0,3.562705531522893,16.444292413759904,0.8084752619140492
31000.0,4.743982557990857,17.49139011112081,0.928881519034301
31100.0,6.265117261774359,18.43862291682158,0.9187425945864088
31200.0,5.865150629948978,17.382511344311496,0.8310520494292941
31300.0,6.129266110609315,23.30087559617956,0.9491046890174912
31400.0,7.515055636954756,23.7089391955854,0.9684744532914846
31500.0,5.028728232000125,25.81268050254917,0.9643069167522335
31600.0,4.496594640964714,25.705708788224758,0.8315467383568247
31700.0,6.03895082316891,20.864185498695793,0.9142827135735061
31800.0,6.361996265734481,11.342757072120657,1.1967548436496365
31900.0,3.7945355019239506,8.740609363133139,0.8229971407500998
32000.0,5.026712252603458,7.3566034130076146,0.742268418223117
32100.0,3.9811711973304704,7.883907650159861,0.9802479346348045
32200.0,4.286218339218445,6.307267710681939,0.7481255799239225
32300.0,4.491294104988432,6.775737221838637,0.8022349962074588
32400.0,3.7354037450073228,10.109710446368524,1.0400169395356351
32500.0,4.045393316580084,13.136787039723538,0.8755059283032679
32600.0,3.500088584136596,13.19010491971876,0.9307032481518471
32700.0,3.7677511309739122,10.35475408432159,0.8316088234248818
32800.0,3.1818548780550695,13.188888751281695,0.9110666345320352
32900.0,5.442438567952602,12.834546895020946,0.9686125875295257
33000.0,7.383060864131911,17.908524691302283,1.0896372058739798
33100.0,4.517906321482384,12.004290014955405,0.9948014019693219
33200.0,3.9435484918459407,13.549720226995314,0.7475147153639555
33300.0,6.100116914868602,12.564012217111653,0.9843678434270113
33400.0,6.053912680256181,12.310482286719344,1.0602300614064444
33500.0,3.0270009236836195,12.626590532846823,0.8971433105292526
33600.0,4.669893788799861,13.344135642443899,0.964888590921386
33700.0,4.087676496425337,12.445912273469062,0.8167191665042484
33800.0,6.750717142234004,18.44560802407969,0.7816188883040887
33900.0,8.971120877623644,21.261991796398636,1.0170383862288
34000.0,5.083794760196864,23.012124947065864,1.1893875985362246
34100.0,3.980839408353539,18.48145659235671,0.8454520904154341
34200.0,4.752016445698173,19.660693763404925,0.9360586565817357
34300.0,4.496555429762214,25.156377486639276,0.8322036221309391
34400.0,4.772280113657529,27.256654812766993,0.9320966002409696
34500.0,4.3989585678425644,24.248635171451696,0.7788168363098957
34600.0,6.709749185071909,26.66005553251886,0.9475799663333746
34700.0,4.894086949543388,24.82284222314185,0.7145648586112656
34800.0,9.262510528357453,22.141032121697858,0.9976496137166977
34900.0,3.6071993480386446,18.0071229691685,1.0365095184968813
35000.0,4.69034339937006,15.732354667517999,0.7762959697297047
35100.0,5.23243487333959,10.797009119003402,0.874468035390193
35200.0,4.750158355921143,8.895177347353325,0.9548447571433354
35300.0,6.918214191492195,7.359287443938287,1.0405030485600437
35400.0,5.41184944008288,12.215707695951512,0.8993755715315782
35500.0,4.216916576192088,22.581299590386045,1.0138702054400928
35600.0,2.7349259499178586,26.340719612019036,0.630614048613177
35700.0,7.579518836823771,29.84032967079105,0.9268142584944435
35800.0,4.51345859281189,25.427569385105702,0.8092680081184953
35900.0,5.171993799245436,27.60931544397956,0.8575347456846938
36000.0,6.85036036525364,30.978438544363875,0.9256393694741419
36100.0,8.304582645510818,28.828855378196977,1.0699363148800767
36200.0,4.19546342423059,26.585759132820737,0.8903385670374263
36300.0,5.250415607446208,30.162989695601006,1.0005152499171235
36400.0,3.6325605543910067,22.582884585745546,0.8157769452670763
36500.0,4.889646734044101,19.691796149661563,0.9060494677680981
36600.0,4.4962437139421825,23.675069119753346,0.9373826237117318
36700.0,3.4966901409834974,22.15506741278485,0.9754213290731132
36800.0,5.0764307286057155,22.954207431344155,0.8385115778854816
36900.0,6.4566231341840465,16.488509342996796,0.9312177280053001
37000.0,5.148287635667846,16.889858070357455,1.1052374377192464
37100.0,6.987365515021317,20.718384354320076,1.025256729390545
37200.0,8.402316172233885,22.35684021834037,1.0656520034658605
37300.0,6.0256335979479925,17.135615474087594,0.9008707002801094
37400.0,3.9766045628625286,15.428220556097624,1.0558060526869522
37500.0,4.5032087569251305,20.262144624115713,0.8444763983614976
37600.0,7.280398777373935,17.978628192151806,0.9927534493432322
37700.0,3.766601574630273,15.257946162125966,0.7836362390368594
37800.0,5.160728347838652,14.160959593063192,1.0899578778305732
37900.0,7.1924696793786,11.682435347864478,1.0193674243847637
38000.0,5.781859815264586,9.543360576361431,0.7905249478591285
38100.0,4.09075485643858,12.307024985502357,0.8713691492924116
38200.0,5.540611066925107,14.635150577464866,0.8953294371915399
38300.0,11.107904527389021,16.507225790721684,0.7609930628591538
38400.0,7.343716718200724,19.76642243384449,0.9328297958813637
38500.0,6.000466075419288,19.768320504873948,1.0679297943392594
38600.0,3.3016395997633667,21.579553104735243,0.8497725414445011
38700.0,3.8626905790171735,18.253752238734116,1.0043476640260778
38800.0,3.8389031446615407,12.827915377653872,0.8805907163211522
38900.0,3.901741430053356,16.093125599660766,0.8150826362534282
39000.0,4.085241368663249,16.336363038514826,0.848997137945218
39100.0,3.5764132855835484,15.641411687150395,0.9481906007417711
39200.0,3.8925746203026073,16.3713697077682,0.8656544789773033
39300.0,3.548542239068309,19.70714975344071,1.0623600365862658
39400.0,4.991365412081941,22.997914390524194,0.9725390415563162
39500.0,5.601653191168239,24.728425753453234,0.8527141556821733
39600.0,9.363078022139991,22.824073466487725,1.1988489721607327
39700.0,5.522068609723123,17.90931904538117,1.1081873907899715
39800.0,5.216475685920333,15.486731337004064,0.8609762465237291
39900.0,3.7353541735348266,12.916639357122666,0.8516171746460168
40000.0,3.7915381342631442,14.828316409384538,0.804339294913647
40100.0,4.604355608931219,23.51327953345739,1.047599152546274
40200.0,4.610198287353705,20.876161265741725,0.8825096472323203
40300.0,5.1908161332853915,20.601714518144053,0.8166489055149286
40400.0,4.079960328239598,18.044883172886635,0.6991363996410073
40500.0,4.163448048749691,23.670854958952155,0.6686607540968252
40600.0,5.186364289618534,25.738740599237634,0.8860436264053859
40700.0,3.2894071923386514,23.439680186179352,0.7888446381467074
40800.0,5.130067441903375,17.80515600675356,1.0022695550737117
40900.0,4.741344196171951,12.673570997296789,0.9585417514918226
41000.0,7.0100468225903025,18.593012303967598,1.0744581448879909
41100.0,4.710581138004389,18.556017403048756,0.9493614677575387
41200.0,7.477074686673397,21.591528547737294,0.714171721695573
41300.0,3.8286402777742916,28.890214896599396,0.7613844157377607
41400.0,6.281177129242321,34.7435199656608,0.7510535496208758
41500.0,6.757113779298815,31.315994855921833,1.1512764642137336
41600.0,6.2801375382203855,31.030299181114025,0.860618095831218
41700.0,7.908831369536914,23.31163118740465,0.8968890738881747
41800.0,8.576658731507226,22.348254369413482,0.798390909648253
41900.0,6.219515693138572,25.501695947871852,0.8600903532630328
42000.0,5.365868232113412,29.565336054455692,0.9297792844390642
42100.0,4.644943809208722,28.40281424140079,0.7978961139760503
42200.0,4.4576970207662665,31.636220129770532,0.8789180631839407
42300.0,3.91805015125421,36.46092111171845,0.6674021564801952
42400.0,5.824225128561171,40.51675002419858,0.9351995308686311
42500.0,4.768044608657612,39.279282386075984,0.909366058522137
42600.0,6.317921110856129,31.56790301862489,0.9277830452266354
42700.0,5.350781411058923,30.291648395677242,1.0459872643652344
42800.0,4.443148461348814,29.609822421440576,0.8027908004950151
42900.0,4.2026622288721995,25.003579177111167,0.7372494569672854
43000.0,3.7646669677799656,23.515998065879934,0.8811402587660414
43100.0,4.808103599641996,26.94006086024773,0.7233968246233271
43200.0,4.182560476904328,21.222090336855675,0.8487488725843141
43300.0,2.9452628539976726,22.353036798311006,0.9570296229486994
43400.0,4.249543669211431,17.42681258958418,0.9025930869627773
43500.0,5.542155078868469,10.003267282946576,1.0489015925385465
43600.0,4.134309059118416,13.4199756318063,0.7692242450535414
43700.0,5.271496342721351,13.116961698936706,0.9569556441304741
43800.0,4.285677464484135,12.814755594906629,0.8241944388753473
43900.0,5.688091411799716,13.881674744006466,0.8311132313210837
44000.0,5.061351957057662,12.256975890591391,0.734017381162601
44100.0,3.211790855235857,10.132613056500457,0.9083325890276465
44200.0,5.006376679420369,9.781033262913333,1.110014044390904
44300.0,4.880532464225544,10.704095229079204,0.8710530150594569
44400.0,3.75602227011956,7.290261973840709,0.8061554676673259
44500.0,5.303872712452372,5.115394692418399,0.8370358676892646
44600.0,4.547590112116377,5.762776365317172,1.0492280121427613
44700.0,4.721161302627239,7.169713637515713,0.9931739723487845
44800.0,6.836611177476444,10.742233197413299,1.0400046587637042
44900.0,4.549986426651886,15.229100882152093,0.8395583737262786
45000.0,4.264355117385828,11.696596092316089,0.8323765629243279
45100.0,4.987911884953646,12.520521632865698,0.817029513630463
45200.0,6.874899048472143,18.251711062843196,1.0805554567723885
45300.0,6.249170357341515,16.230369075126553,0.8198787593054732
45400.0,6.776230025736979,12.705020955682574,0.9494947026012814
45500.0,6.025194310689709,11.736872859951356,1.0003846027062682
45600.0,3.350069437753511,12.257805075714263,0.8845401009951601
45700.0,4.146291752827296,14.21267293597298,0.7698331360793818
45800.0,2.925819923056028,15.45920558290048,0.7268079351944324
45900.0,5.004943053722061,13.668378748355682,0.8047277374725672
46000.0,3.718804423149792,15.183626767041115,0.8136213940795424
46100.0,4.6090674427278575,13.935288417340967,0.8267614901786728
46200.0,5.513119041894417,10.60872892491614,0.8986473669701371
46300.0,5.0494484488432505,10.731134772918901,0.8191543151117802
46400.0,7.537086286270787,13.505077185398724,0.7374107238329162
